Episode,Selected Happenings,Activated Features,Plot Text
34,[HomesickHappening][LooseFriendHappening][ShipRescueHappening][FoodStolenHappening][LooseFriendHappening][LooseFriendHappening][ShipRescueHappening][LooseFriendHappening][FireHappening][LooseFriendHappening][LooseFriendHappening][ShipRescueHappening][LooseFriendHappening][StormHappening][LooseFriendHappening][FoodPoisoningHappening][LooseFriendHappening][StormHappening][LooseFriendHappening][FoodPoisoningHappening][LooseFriendHappening],[isAlive-onCruise][isAlive-onCruise-hasAtLeastOneFriend][isAlive-onCruise][isAlive-onCruise][isAlive-onCruise-isHungry][isAlive-onCruise-isHungry-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-isOnIsland-ownsFood][isAlive-isOnIsland][isAlive-isOnIsland-ownsFood][isAlive-isOnIsland][isAlive-isOnIsland-ownsFood][isAlive-isOnIsland][isAlive-isOnIsland-ownsFood],robinson went on a cruise. robinson is on a ship with the name magnificent ship. HomesickHappening robinson has found a friend. robinson now has 1 friends. LooseFriendHappening robinson complained. ShipRescueHappening FoodStolenHappening robinson is hungry. LooseFriendHappening robinson is hungry. robinson looked for food. LooseFriendHappening robinson is hungry. robinson eats food. robinson's hunger is 0. ShipRescueHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. FireHappening robinson looked for food. LooseFriendHappening robinson has extinguished the fire. LooseFriendHappening robinson eats food. robinson's hunger is 0. ShipRescueHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. StormHappening robinson looked for food. LooseFriendHappening robinson has lost a friend. robinson now has 0 friends. robinson eats food. robinson's hunger is 0. FoodPoisoningHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. StormHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. FoodPoisoningHappening robinson looked for food. LooseFriendHappening 
35,[ShipRescueHappening][ShipRescueHappening][ShipRescueHappening][FoodPoisoningHappening][LooseFriendHappening][LooseFriendHappening][FoodPoisoningHappening][LooseFriendHappening][ShipRescueHappening][LooseFriendHappening][HomesickHappening][LooseFriendHappening][LooseFriendHappening][EmptyHappening][ShipRescueHappening][LooseFriendHappening][ShipRescueHappening][LooseFriendHappening][ShipRescueHappening][LooseFriendHappening][ShipRescueHappening][LooseFriendHappening][ShipRescueHappening][LooseFriendHappening][ShipRescueHappening],[isAlive-onCruise][isAlive-onCruise][isAlive-onCruise][isAlive-onCruise][isAlive-onCruise-isHungry][isAlive-onCruise-isHungry-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise-ownsFood-hasAtLeastOneFriend][isAlive-onCruise-hasAtLeastOneFriend][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise],robinson went on a cruise. robinson is on a ship with the name magnificent ship. ShipRescueHappening ShipRescueHappening ShipRescueHappening FoodPoisoningHappening robinson is hungry. LooseFriendHappening robinson is hungry. robinson looked for food. LooseFriendHappening robinson is hungry. robinson eats food. robinson's hunger is 0. FoodPoisoningHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. ShipRescueHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. HomesickHappening robinson looked for food. LooseFriendHappening robinson has found a friend. robinson now has 1 friends. LooseFriendHappening robinson eats food. robinson's hunger is 0. EmptyHappening robinson complained. ShipRescueHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. ShipRescueHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. ShipRescueHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. ShipRescueHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. ShipRescueHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. ShipRescueHappening 
36,[ShipRescueHappening][FireHappening][ShipRescueHappening][ShipRescueHappening][LooseFriendHappening][HomesickHappening][EmptyHappening][EmptyHappening][LooseFriendHappening][LooseFriendHappening][FoodStolenHappening][EmptyHappening][ShipRescueHappening][FoodStolenHappening][ShipRescueHappening][HomesickHappening][ShipRescueHappening][StormHappening][EmptyHappening][FoodPoisoningHappening][FoodPoisoningHappening][EmptyHappening][LooseFriendHappening][LooseFriendHappening][EmptyHappening][LooseFriendHappening][LooseFriendHappening][LooseFriendHappening][LooseFriendHappening][FoodPoisoningHappening][LooseFriendHappening][FoodPoisoningHappening][LooseFriendHappening][FoodPoisoningHappening][ShipRescueHappening][EmptyHappening],[isAlive-onCruise][isAlive-onCruise][isAlive-onCruise][isAlive-onCruise][isAlive-onCruise-isHungry][isAlive-onCruise-isHungry-ownsFood][isAlive-onCruise][isAlive-onCruise-hasAtLeastOneFriend][isAlive-onCruise-ownsFood][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise][isAlive-isOnIsland-ownsFood][isAlive-isOnIsland][isAlive-isOnIsland-ownsFood][isAlive-isOnIsland-isSick][isAlive-isOnIsland-isSick-ownsFood][isAlive-isOnIsland-isSick-hasHut][isAlive-isOnIsland-isSick-hasHut][isAlive-isOnIsland-hasHut-ownsFood][isAlive-isOnIsland-hasHut-ownsFood][isAlive-isOnIsland-hasHut][isAlive-isOnIsland-hasHut-ownsFood][isAlive-isOnIsland-hasHut][isAlive-isOnIsland-hasHut-ownsFood][isAlive-isOnIsland-hasHut][isAlive-isOnIsland-hasHut-ownsFood][isAlive-isOnIsland-hasHut][isAlive-isOnIsland-hasHut-ownsFood][isAlive-hasHut],robinson went on a cruise. robinson is on a ship with the name magnificent ship. ShipRescueHappening FireHappening robinson has extinguished the fire. ShipRescueHappening ShipRescueHappening robinson is hungry. LooseFriendHappening robinson is hungry. robinson looked for food. HomesickHappening robinson is hungry. robinson eats food. robinson's hunger is 0. EmptyHappening robinson has found a friend. robinson now has 1 friends. EmptyHappening robinson looked for food. robinson complained. LooseFriendHappening LooseFriendHappening robinson eats food. robinson's hunger is 0. FoodStolenHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. ShipRescueHappening robinson looked for food. FoodStolenHappening robinson eats food. robinson's hunger is 0. ShipRescueHappening robinson looked for food. HomesickHappening robinson eats food. robinson's hunger is 0. ShipRescueHappening robinson complained. StormHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. FoodPoisoningHappening robinson looked for food. FoodPoisoningHappening robinson eats food. robinson's hunger is 0. robinson is sick. EmptyHappening robinson looked for food. LooseFriendHappening robinson has lost a friend. robinson now has 0 friends. robinson eats food. robinson's hunger is 0. robinson builds a hut. LooseFriendHappening EmptyHappening robinson is in the hut with the name cozy hut. robinson is asleep. robinson has left the hut with the name cozy hut. robinson looked for food. LooseFriendHappening LooseFriendHappening robinson eats food. robinson's hunger is 0. LooseFriendHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. FoodPoisoningHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. FoodPoisoningHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. FoodPoisoningHappening robinson looked for food. ShipRescueHappening robinson eats food. robinson's hunger is 0. EmptyHappening 
37,[ShipRescueHappening][LooseFriendHappening][FireHappening][FoodPoisoningHappening][LooseFriendHappening][LooseFriendHappening][FoodPoisoningHappening][LooseFriendHappening][ShipRescueHappening][LooseFriendHappening][EmptyHappening][LooseFriendHappening][ShipRescueHappening][LooseFriendHappening][ShipRescueHappening],[isAlive-onCruise][isAlive-onCruise][isAlive-onCruise][isAlive-onCruise][isAlive-onCruise-isHungry][isAlive-onCruise-isHungry-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise],robinson went on a cruise. robinson is on a ship with the name magnificent ship. ShipRescueHappening LooseFriendHappening FireHappening robinson has extinguished the fire. FoodPoisoningHappening robinson is hungry. LooseFriendHappening robinson is hungry. robinson looked for food. LooseFriendHappening robinson is hungry. robinson eats food. robinson's hunger is 0. FoodPoisoningHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. ShipRescueHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. EmptyHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. ShipRescueHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. ShipRescueHappening 
38,[ShipRescueHappening][StormHappening][FireHappening][FoodPoisoningHappening][LooseFriendHappening][LooseFriendHappening][FoodPoisoningHappening][ShipRescueHappening][FoodPoisoningHappening][LooseFriendHappening][FoodStolenHappening][LooseFriendHappening][FoodPoisoningHappening][LooseFriendHappening][FoodPoisoningHappening],[isAlive-onCruise][isAlive-onCruise][isAlive-isOnIsland][isAlive-isOnIsland][isAlive-isOnIsland-isHungry][isAlive-isOnIsland-isHungry-ownsFood][isAlive-isOnIsland][isAlive-isOnIsland-ownsFood][isAlive][isAlive-ownsFood][isAlive][isAlive-ownsFood][isAlive][isAlive-ownsFood][isAlive],robinson went on a cruise. robinson is on a ship with the name magnificent ship. ShipRescueHappening StormHappening FireHappening robinson has extinguished the fire. FoodPoisoningHappening robinson is hungry. LooseFriendHappening robinson is hungry. robinson looked for food. LooseFriendHappening robinson is hungry. robinson eats food. robinson's hunger is 0. FoodPoisoningHappening robinson looked for food. ShipRescueHappening robinson eats food. robinson's hunger is 0. FoodPoisoningHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. FoodStolenHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. FoodPoisoningHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. FoodPoisoningHappening 
39,[FoodPoisoningHappening][ShipRescueHappening][FireHappening][ShipRescueHappening][LooseFriendHappening][LooseFriendHappening][ShipRescueHappening][LooseFriendHappening][HomesickHappening][LooseFriendHappening][LooseFriendHappening][EmptyHappening][EmptyHappening][LooseFriendHappening][FoodStolenHappening][LooseFriendHappening][ShipRescueHappening][ShipRescueHappening][ShipRescueHappening][LooseFriendHappening][ShipRescueHappening][ShipRescueHappening][FireHappening],[isAlive-onCruise][isAlive-onCruise][isAlive-onCruise][isAlive-onCruise][isAlive-onCruise-isHungry][isAlive-onCruise-isHungry-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood-hasAtLeastOneFriend][isAlive-onCruise-ownsFood-hasAtLeastOneFriend][isAlive-onCruise-hasAtLeastOneFriend][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise],robinson went on a cruise. robinson is on a ship with the name magnificent ship. FoodPoisoningHappening ShipRescueHappening FireHappening robinson has extinguished the fire. ShipRescueHappening robinson is hungry. LooseFriendHappening robinson is hungry. robinson looked for food. LooseFriendHappening robinson is hungry. robinson eats food. robinson's hunger is 0. ShipRescueHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. HomesickHappening robinson looked for food. robinson has found a friend. robinson now has 1 friends. LooseFriendHappening LooseFriendHappening robinson eats food. robinson's hunger is 0. EmptyHappening robinson complained. EmptyHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. FoodStolenHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. ShipRescueHappening robinson looked for food. ShipRescueHappening robinson eats food. robinson's hunger is 0. ShipRescueHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. ShipRescueHappening robinson looked for food. ShipRescueHappening robinson eats food. robinson's hunger is 0. FireHappening 
40,[EmptyHappening][FireHappening][ShipRescueHappening][ShipRescueHappening][ShipRescueHappening][LooseFriendHappening][EmptyHappening][LooseFriendHappening][ShipRescueHappening][LooseFriendHappening][FireHappening][LooseFriendHappening][LooseFriendHappening][ShipRescueHappening][EmptyHappening][ShipRescueHappening][FoodStolenHappening][ShipRescueHappening][LooseFriendHappening][EmptyHappening][LooseFriendHappening][HomesickHappening][LooseFriendHappening],[isAlive-onCruise][isAlive-onCruise][isAlive-onCruise][isAlive-onCruise][isAlive-onCruise-isHungry][isAlive-onCruise-isHungry-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood],robinson went on a cruise. robinson is on a ship with the name magnificent ship. EmptyHappening FireHappening robinson has extinguished the fire. ShipRescueHappening ShipRescueHappening robinson is hungry. ShipRescueHappening robinson is hungry. robinson looked for food. LooseFriendHappening robinson is hungry. robinson eats food. robinson's hunger is 0. EmptyHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. ShipRescueHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. FireHappening robinson looked for food. robinson has extinguished the fire. LooseFriendHappening LooseFriendHappening robinson eats food. robinson's hunger is 0. ShipRescueHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. ShipRescueHappening robinson looked for food. FoodStolenHappening robinson eats food. robinson's hunger is 0. ShipRescueHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. EmptyHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. HomesickHappening robinson looked for food. LooseFriendHappening 
41,[ShipRescueHappening][FoodStolenHappening][ShipRescueHappening][ShipRescueHappening][LooseFriendHappening][LooseFriendHappening][ShipRescueHappening][LooseFriendHappening][ShipRescueHappening][LooseFriendHappening][FoodStolenHappening][LooseFriendHappening][LooseFriendHappening][LooseFriendHappening][StormHappening],[isAlive-onCruise][isAlive-onCruise][isAlive-onCruise][isAlive-onCruise][isAlive-onCruise-isHungry][isAlive-onCruise-isHungry-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise],robinson went on a cruise. robinson is on a ship with the name magnificent ship. ShipRescueHappening FoodStolenHappening ShipRescueHappening ShipRescueHappening robinson is hungry. LooseFriendHappening robinson is hungry. robinson looked for food. LooseFriendHappening robinson is hungry. robinson eats food. robinson's hunger is 0. ShipRescueHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. ShipRescueHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. FoodStolenHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. LooseFriendHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. StormHappening 
42,[ShipRescueHappening][ShipRescueHappening][HomesickHappening][EmptyHappening][HomesickHappening][FoodStolenHappening][LooseFriendHappening][FoodStolenHappening][LooseFriendHappening][ShipRescueHappening][LooseFriendHappening][ShipRescueHappening][LooseFriendHappening][ShipRescueHappening][LooseFriendHappening][ShipRescueHappening][LooseFriendHappening],[isAlive-onCruise][isAlive-onCruise][isAlive-onCruise][isAlive-onCruise-hasAtLeastOneFriend][isAlive-onCruise-isHungry][isAlive-onCruise-isHungry-ownsFood][isAlive-onCruise-isHungry-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood],robinson went on a cruise. robinson is on a ship with the name magnificent ship. ShipRescueHappening ShipRescueHappening HomesickHappening robinson has found a friend. robinson now has 1 friends. EmptyHappening robinson is hungry. robinson complained. HomesickHappening robinson is hungry. robinson looked for food. FoodStolenHappening robinson is hungry. robinson complained. LooseFriendHappening robinson is hungry. robinson eats food. robinson's hunger is 0. FoodStolenHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. ShipRescueHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. ShipRescueHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. ShipRescueHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. ShipRescueHappening robinson looked for food. LooseFriendHappening 
43,[HomesickHappening][EmptyHappening][ShipRescueHappening][ShipRescueHappening][LooseFriendHappening][ShipRescueHappening][ShipRescueHappening][LooseFriendHappening][ShipRescueHappening][LooseFriendHappening][FireHappening][LooseFriendHappening][LooseFriendHappening][LooseFriendHappening][LooseFriendHappening][ShipRescueHappening][LooseFriendHappening][ShipRescueHappening][LooseFriendHappening][ShipRescueHappening][LooseFriendHappening][StormHappening][LooseFriendHappening],[isAlive-onCruise][isAlive-onCruise-hasAtLeastOneFriend][isAlive-onCruise][isAlive-onCruise][isAlive-onCruise-isHungry][isAlive-onCruise-isHungry-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-isOnIsland-ownsFood],robinson went on a cruise. robinson is on a ship with the name magnificent ship. HomesickHappening robinson has found a friend. robinson now has 1 friends. EmptyHappening robinson complained. ShipRescueHappening ShipRescueHappening robinson is hungry. LooseFriendHappening robinson is hungry. robinson looked for food. ShipRescueHappening robinson is hungry. robinson eats food. robinson's hunger is 0. ShipRescueHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. ShipRescueHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. FireHappening robinson looked for food. LooseFriendHappening robinson has extinguished the fire. LooseFriendHappening robinson eats food. robinson's hunger is 0. LooseFriendHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. ShipRescueHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. ShipRescueHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. ShipRescueHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. StormHappening robinson looked for food. LooseFriendHappening robinson has lost a friend. robinson now has 0 friends. 
44,[ShipRescueHappening][ShipRescueHappening][FoodPoisoningHappening][ShipRescueHappening][LooseFriendHappening][FoodPoisoningHappening][EmptyHappening][LooseFriendHappening][LooseFriendHappening][EmptyHappening][EmptyHappening][LooseFriendHappening][StormHappening][EmptyHappening][EmptyHappening][LooseFriendHappening][FoodPoisoningHappening][EmptyHappening][LooseFriendHappening][FoodPoisoningHappening][ShipRescueHappening][HomesickHappening][ShipRescueHappening][EmptyHappening][LooseFriendHappening][LooseFriendHappening][EmptyHappening][LooseFriendHappening][EmptyHappening][LooseFriendHappening][FoodStolenHappening][LooseFriendHappening][EmptyHappening][LooseFriendHappening][EmptyHappening][LooseFriendHappening],[isAlive-onCruise][isAlive-onCruise][isAlive-onCruise][isAlive-onCruise][isAlive-onCruise-isHungry][isAlive-onCruise-isHungry-ownsFood][isAlive-onCruise-isSick][isAlive-onCruise-isSick-ownsFood][isAlive-onCruise-isSick-ownsFood-hasHut][isAlive-onCruise-isSick-hasHut][isAlive-onCruise-isSick-hasHut][isAlive-onCruise-isSick-hasHut-ownsFood][isAlive-onCruise-isSick-hasHut-ownsFood][isAlive-isSick-isOnIsland][isAlive-isSick-isOnIsland-hasHut][isAlive-isOnIsland-hasHut-ownsFood][isAlive-isOnIsland-hasHut-ownsFood][isAlive-isOnIsland-hasHut-isSick][isAlive-isOnIsland-hasHut-isSick-ownsFood][isAlive-isOnIsland-hasHut][isAlive-isOnIsland-hasHut][isAlive-hasHut-ownsFood][isAlive-hasHut][isAlive-hasHut-hasAtLeastOneFriend][isAlive-hasHut-hasAtLeastOneFriend-ownsFood][isAlive-hasHut-ownsFood][isAlive-hasHut][isAlive-hasHut-ownsFood][isAlive-hasHut][isAlive-hasHut-ownsFood][isAlive-hasHut][isAlive-hasHut-ownsFood][isAlive-hasHut][isAlive-hasHut-ownsFood][isAlive-hasHut][isAlive-hasHut-ownsFood],robinson went on a cruise. robinson is on a ship with the name magnificent ship. ShipRescueHappening ShipRescueHappening FoodPoisoningHappening ShipRescueHappening robinson is hungry. LooseFriendHappening robinson is hungry. robinson looked for food. FoodPoisoningHappening robinson is hungry. robinson eats food. robinson's hunger is 0. robinson is sick. EmptyHappening robinson looked for food. LooseFriendHappening robinson builds a hut. LooseFriendHappening robinson eats food. robinson's hunger is 0. EmptyHappening robinson builds a hut. EmptyHappening robinson looked for food. LooseFriendHappening robinson builds a hut. StormHappening robinson eats food. robinson's hunger is 0. EmptyHappening robinson builds a hut. EmptyHappening robinson looked for food. robinson is in the hut with the name cozy hut. robinson is asleep. robinson has left the hut with the name cozy hut. LooseFriendHappening FoodPoisoningHappening robinson eats food. robinson's hunger is 0. robinson is sick. EmptyHappening robinson looked for food. LooseFriendHappening robinson is in the hut with the name cozy hut. robinson is asleep. robinson has left the hut with the name cozy hut. robinson eats food. robinson's hunger is 0. FoodPoisoningHappening ShipRescueHappening robinson looked for food. HomesickHappening robinson eats food. robinson's hunger is 0. ShipRescueHappening robinson has found a friend. robinson now has 1 friends. EmptyHappening robinson looked for food. LooseFriendHappening robinson complained. LooseFriendHappening robinson eats food. robinson's hunger is 0. EmptyHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. EmptyHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. FoodStolenHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. EmptyHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. EmptyHappening robinson looked for food. LooseFriendHappening 
45,[ShipRescueHappening][ShipRescueHappening][HomesickHappening][EmptyHappening][LooseFriendHappening][LooseFriendHappening][ShipRescueHappening][FireHappening][ShipRescueHappening][ShipRescueHappening][ShipRescueHappening][ShipRescueHappening][FoodPoisoningHappening][EmptyHappening][LooseFriendHappening][FoodStolenHappening][FoodPoisoningHappening][FireHappening][LooseFriendHappening][LooseFriendHappening][EmptyHappening][EmptyHappening][StormHappening][LooseFriendHappening][EmptyHappening][EmptyHappening][FoodPoisoningHappening][LooseFriendHappening][LooseFriendHappening][LooseFriendHappening][StormHappening][StormHappening][LooseFriendHappening][LooseFriendHappening][FoodPoisoningHappening][LooseFriendHappening][FoodPoisoningHappening],[isAlive-onCruise][isAlive-onCruise][isAlive-onCruise][isAlive-onCruise-hasAtLeastOneFriend][isAlive-onCruise-isHungry][isAlive-onCruise-isHungry-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise-isSick][isAlive-onCruise-isSick-ownsFood][isAlive-onCruise-isSick-hasHut][isAlive-onCruise-isSick-hasHut][isAlive-onCruise-isSick-hasHut][isAlive-onCruise-isSick-hasHut-ownsFood][isAlive-onCruise-isSick-hasHut-ownsFood][isAlive-onCruise-isSick-hasHut][isAlive-onCruise-isSick-hasHut][isAlive-onCruise-isSick-hasHut][isAlive-isSick-isOnIsland-ownsFood][isAlive-isSick-isOnIsland-ownsFood-hasHut][isAlive-isSick-isOnIsland-hasHut][isAlive-isOnIsland-hasHut][isAlive-isOnIsland-hasHut-ownsFood][isAlive-isOnIsland-hasHut][isAlive-isOnIsland-hasHut-ownsFood][isAlive-isOnIsland-hasHut][isAlive-isOnIsland-ownsFood][isAlive-isOnIsland][isAlive-isOnIsland-ownsFood][isAlive-isOnIsland][isAlive-isOnIsland-ownsFood][isAlive-isOnIsland],robinson went on a cruise. robinson is on a ship with the name magnificent ship. ShipRescueHappening ShipRescueHappening HomesickHappening robinson has found a friend. robinson now has 1 friends. EmptyHappening robinson is hungry. robinson complained. LooseFriendHappening robinson is hungry. robinson looked for food. LooseFriendHappening robinson is hungry. robinson eats food. robinson's hunger is 0. ShipRescueHappening robinson looked for food. FireHappening robinson eats food. robinson's hunger is 0. ShipRescueHappening robinson has extinguished the fire. ShipRescueHappening robinson looked for food. ShipRescueHappening robinson eats food. robinson's hunger is 0. ShipRescueHappening robinson looked for food. FoodPoisoningHappening robinson eats food. robinson's hunger is 0. robinson is sick. EmptyHappening robinson looked for food. LooseFriendHappening robinson builds a hut. robinson eats food. robinson's hunger is 0. FoodStolenHappening FoodPoisoningHappening robinson builds a hut. FireHappening robinson looked for food. LooseFriendHappening robinson builds a hut. LooseFriendHappening robinson eats food. robinson's hunger is 0. EmptyHappening robinson builds a hut. EmptyHappening robinson has extinguished the fire. StormHappening robinson looked for food. LooseFriendHappening robinson has lost a friend. robinson now has 0 friends. robinson builds a hut. EmptyHappening robinson is hungry. robinson eats food. robinson's hunger is 0. EmptyHappening robinson is in the hut with the name cozy hut. robinson is asleep. robinson has left the hut with the name cozy hut. FoodPoisoningHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. LooseFriendHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. StormHappening robinson looked for food. StormHappening robinson eats food. robinson's hunger is 0. LooseFriendHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. FoodPoisoningHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. FoodPoisoningHappening 
