Episode,Selected Happenings,Activated Features,Plot Text
11,[EmptyHappening][EmptyHappening][EmptyHappening][EmptyHappening][FireHappening][LooseFriendHappening][EmptyHappening][EmptyHappening][LooseFriendHappening][EmptyHappening][EmptyHappening][EmptyHappening][EmptyHappening][EmptyHappening][EmptyHappening],[isAlive-onCruise][isAlive-onCruise][isAlive-onCruise][isAlive-onCruise][isAlive-onCruise-isHungry][isAlive-onCruise-isHungry-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise],robinson went on a cruise. robinson is on a ship with the name magnificent ship. EmptyHappening EmptyHappening EmptyHappening EmptyHappening robinson is hungry. FireHappening robinson is hungry. robinson looked for food. LooseFriendHappening robinson is hungry. robinson eats food. robinson's hunger is 0. EmptyHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. LooseFriendHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. EmptyHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. EmptyHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. EmptyHappening 
12,[EmptyHappening][StormHappening][ShipRescueHappening][EmptyHappening][ShipRescueHappening][FoodStolenHappening][EmptyHappening][EmptyHappening][StormHappening][EmptyHappening][EmptyHappening][ShipRescueHappening][StormHappening][EmptyHappening][EmptyHappening],[isAlive-onCruise][isAlive-onCruise][isAlive-isOnIsland][isAlive][isAlive-isHungry][isAlive-isHungry-ownsFood][isAlive][isAlive-ownsFood][isAlive][isAlive-ownsFood][isAlive][isAlive-ownsFood][isAlive][isAlive-ownsFood][isAlive],robinson went on a cruise. robinson is on a ship with the name magnificent ship. EmptyHappening StormHappening ShipRescueHappening EmptyHappening robinson is hungry. ShipRescueHappening robinson is hungry. robinson looked for food. FoodStolenHappening robinson is hungry. robinson eats food. robinson's hunger is 0. EmptyHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. StormHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. EmptyHappening robinson looked for food. ShipRescueHappening robinson eats food. robinson's hunger is 0. StormHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. EmptyHappening 
13,[ShipRescueHappening][FoodStolenHappening][EmptyHappening][FoodStolenHappening][FireHappening][LooseFriendHappening][ShipRescueHappening][HomesickHappening][FoodPoisoningHappening][EmptyHappening][EmptyHappening][EmptyHappening][EmptyHappening][EmptyHappening][EmptyHappening],[isAlive-onCruise][isAlive-onCruise][isAlive-onCruise][isAlive-onCruise][isAlive-onCruise-isHungry][isAlive-onCruise-isHungry-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise],robinson went on a cruise. robinson is on a ship with the name magnificent ship. ShipRescueHappening FoodStolenHappening EmptyHappening FoodStolenHappening robinson is hungry. FireHappening robinson is hungry. robinson looked for food. LooseFriendHappening robinson is hungry. robinson eats food. robinson's hunger is 0. ShipRescueHappening robinson looked for food. HomesickHappening robinson eats food. robinson's hunger is 0. FoodPoisoningHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. EmptyHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. EmptyHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. EmptyHappening 
14,[StormHappening][ShipRescueHappening][EmptyHappening][EmptyHappening][LooseFriendHappening][HomesickHappening][EmptyHappening][EmptyHappening][ShipRescueHappening][EmptyHappening][StormHappening][EmptyHappening][EmptyHappening][EmptyHappening][EmptyHappening],[isAlive-onCruise][isAlive-isOnIsland][isAlive][isAlive][isAlive-isHungry][isAlive-isHungry-ownsFood][isAlive][isAlive-ownsFood][isAlive][isAlive-ownsFood][isAlive][isAlive-ownsFood][isAlive][isAlive-ownsFood][isAlive],robinson went on a cruise. robinson is on a ship with the name magnificent ship. StormHappening ShipRescueHappening EmptyHappening EmptyHappening robinson is hungry. LooseFriendHappening robinson is hungry. robinson looked for food. HomesickHappening robinson is hungry. robinson eats food. robinson's hunger is 0. EmptyHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. ShipRescueHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. StormHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. EmptyHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. EmptyHappening 
15,[LooseFriendHappening][FoodStolenHappening][FoodStolenHappening][FoodStolenHappening][LooseFriendHappening][EmptyHappening][FoodStolenHappening][EmptyHappening][FoodStolenHappening][HomesickHappening][StormHappening][LooseFriendHappening][ShipRescueHappening][EmptyHappening][EmptyHappening],[isAlive-onCruise][isAlive-onCruise][isAlive-onCruise][isAlive-onCruise][isAlive-onCruise-isHungry][isAlive-onCruise-isHungry-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-isOnIsland-ownsFood][isAlive-isOnIsland][isAlive-ownsFood][isAlive],robinson went on a cruise. robinson is on a ship with the name magnificent ship. LooseFriendHappening FoodStolenHappening FoodStolenHappening FoodStolenHappening robinson is hungry. LooseFriendHappening robinson is hungry. robinson looked for food. EmptyHappening robinson is hungry. robinson eats food. robinson's hunger is 0. FoodStolenHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. FoodStolenHappening robinson looked for food. HomesickHappening robinson eats food. robinson's hunger is 0. StormHappening robinson looked for food. LooseFriendHappening robinson eats food. robinson's hunger is 0. ShipRescueHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. EmptyHappening 
16,[EmptyHappening][FoodStolenHappening][FoodStolenHappening][FoodStolenHappening][LooseFriendHappening][LooseFriendHappening][FoodStolenHappening][HomesickHappening][FoodStolenHappening][EmptyHappening][FoodStolenHappening][StormHappening][ShipRescueHappening][EmptyHappening][EmptyHappening],[isAlive-onCruise][isAlive-onCruise][isAlive-onCruise][isAlive-onCruise][isAlive-onCruise-isHungry][isAlive-onCruise-isHungry-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-isOnIsland][isAlive-ownsFood][isAlive],robinson went on a cruise. robinson is on a ship with the name magnificent ship. EmptyHappening FoodStolenHappening FoodStolenHappening FoodStolenHappening robinson is hungry. LooseFriendHappening robinson is hungry. robinson looked for food. LooseFriendHappening robinson is hungry. robinson eats food. robinson's hunger is 0. FoodStolenHappening robinson looked for food. HomesickHappening robinson eats food. robinson's hunger is 0. FoodStolenHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. FoodStolenHappening robinson looked for food. StormHappening robinson eats food. robinson's hunger is 0. ShipRescueHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. EmptyHappening 
17,[FoodStolenHappening][StormHappening][ShipRescueHappening][StormHappening][ShipRescueHappening][FireHappening][EmptyHappening][EmptyHappening][FoodPoisoningHappening][StormHappening][FireHappening][ShipRescueHappening][FoodPoisoningHappening][EmptyHappening][StormHappening],[isAlive-onCruise][isAlive-onCruise][isAlive-isOnIsland][isAlive][isAlive-isHungry][isAlive-isHungry-ownsFood][isAlive][isAlive-ownsFood][isAlive][isAlive-ownsFood][isAlive][isAlive-ownsFood][isAlive][isAlive-ownsFood][isAlive],robinson went on a cruise. robinson is on a ship with the name magnificent ship. FoodStolenHappening StormHappening ShipRescueHappening StormHappening robinson is hungry. ShipRescueHappening robinson is hungry. robinson looked for food. FireHappening robinson is hungry. robinson eats food. robinson's hunger is 0. EmptyHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. FoodPoisoningHappening robinson looked for food. StormHappening robinson eats food. robinson's hunger is 0. FireHappening robinson looked for food. ShipRescueHappening robinson eats food. robinson's hunger is 0. FoodPoisoningHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. StormHappening 
18,[FoodStolenHappening][FoodStolenHappening][StormHappening][ShipRescueHappening][ShipRescueHappening][FireHappening][HomesickHappening][EmptyHappening][EmptyHappening][EmptyHappening][EmptyHappening][EmptyHappening][EmptyHappening][EmptyHappening][EmptyHappening],[isAlive-onCruise][isAlive-onCruise][isAlive-onCruise][isAlive-isOnIsland][isAlive-isHungry][isAlive-isHungry-ownsFood][isAlive][isAlive-ownsFood][isAlive][isAlive-ownsFood][isAlive][isAlive-ownsFood][isAlive][isAlive-ownsFood][isAlive],robinson went on a cruise. robinson is on a ship with the name magnificent ship. FoodStolenHappening FoodStolenHappening StormHappening ShipRescueHappening robinson is hungry. ShipRescueHappening robinson is hungry. robinson looked for food. FireHappening robinson is hungry. robinson eats food. robinson's hunger is 0. HomesickHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. EmptyHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. EmptyHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. EmptyHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. EmptyHappening 
19,[FoodStolenHappening][FoodStolenHappening][FoodStolenHappening][FoodStolenHappening][FireHappening][LooseFriendHappening][FoodStolenHappening][EmptyHappening][FoodStolenHappening][EmptyHappening][FireHappening][FoodPoisoningHappening][FoodStolenHappening][FoodStolenHappening][FoodStolenHappening],[isAlive-onCruise][isAlive-onCruise][isAlive-onCruise][isAlive-onCruise][isAlive-onCruise-isHungry][isAlive-onCruise-isHungry-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise-isSick][isAlive-onCruise-isSick-ownsFood][isAlive-onCruise-isSick],robinson went on a cruise. robinson is on a ship with the name magnificent ship. FoodStolenHappening FoodStolenHappening FoodStolenHappening FoodStolenHappening robinson is hungry. FireHappening robinson is hungry. robinson looked for food. LooseFriendHappening robinson is hungry. robinson eats food. robinson's hunger is 0. FoodStolenHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. FoodStolenHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. FireHappening robinson looked for food. FoodPoisoningHappening robinson eats food. robinson's hunger is 0. robinson is sick. FoodStolenHappening robinson looked for food. FoodStolenHappening robinson eats food. robinson's hunger is 0. FoodStolenHappening 
20,[FoodStolenHappening][FoodStolenHappening][LooseFriendHappening][ShipRescueHappening][FoodPoisoningHappening][LooseFriendHappening][HomesickHappening][EmptyHappening][FoodStolenHappening][EmptyHappening][FoodStolenHappening][EmptyHappening][FoodStolenHappening][ShipRescueHappening][FoodStolenHappening],[isAlive-onCruise][isAlive-onCruise][isAlive-onCruise][isAlive-onCruise][isAlive-onCruise-isHungry][isAlive-onCruise-isHungry-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise],robinson went on a cruise. robinson is on a ship with the name magnificent ship. FoodStolenHappening FoodStolenHappening LooseFriendHappening ShipRescueHappening robinson is hungry. FoodPoisoningHappening robinson is hungry. robinson looked for food. LooseFriendHappening robinson is hungry. robinson eats food. robinson's hunger is 0. HomesickHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. FoodStolenHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. FoodStolenHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. FoodStolenHappening robinson looked for food. ShipRescueHappening robinson eats food. robinson's hunger is 0. FoodStolenHappening 
21,[LooseFriendHappening][StormHappening][StormHappening][ShipRescueHappening][FoodStolenHappening][FireHappening][EmptyHappening][EmptyHappening][FoodPoisoningHappening][EmptyHappening][EmptyHappening][FoodStolenHappening][EmptyHappening][FoodStolenHappening][EmptyHappening],[isAlive-onCruise][isAlive-onCruise][isAlive-isOnIsland][isAlive-isOnIsland][isAlive-isHungry][isAlive-isHungry-ownsFood][isAlive][isAlive-ownsFood][isAlive][isAlive-ownsFood][isAlive][isAlive-ownsFood][isAlive][isAlive-ownsFood][isAlive],robinson went on a cruise. robinson is on a ship with the name magnificent ship. LooseFriendHappening StormHappening StormHappening ShipRescueHappening robinson is hungry. FoodStolenHappening robinson is hungry. robinson looked for food. FireHappening robinson is hungry. robinson eats food. robinson's hunger is 0. EmptyHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. FoodPoisoningHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. EmptyHappening robinson looked for food. FoodStolenHappening robinson eats food. robinson's hunger is 0. EmptyHappening robinson looked for food. FoodStolenHappening robinson eats food. robinson's hunger is 0. EmptyHappening 
22,[LooseFriendHappening][LooseFriendHappening][LooseFriendHappening][LooseFriendHappening][FireHappening][LooseFriendHappening][LooseFriendHappening][FireHappening][LooseFriendHappening][EmptyHappening][LooseFriendHappening][EmptyHappening][EmptyHappening][EmptyHappening][LooseFriendHappening],[isAlive-onCruise][isAlive-onCruise][isAlive-onCruise][isAlive-onCruise][isAlive-onCruise-isHungry][isAlive-onCruise-isHungry-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise],robinson went on a cruise. robinson is on a ship with the name magnificent ship. LooseFriendHappening LooseFriendHappening LooseFriendHappening LooseFriendHappening robinson is hungry. FireHappening robinson is hungry. robinson looked for food. LooseFriendHappening robinson is hungry. robinson eats food. robinson's hunger is 0. LooseFriendHappening robinson looked for food. FireHappening robinson eats food. robinson's hunger is 0. LooseFriendHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. LooseFriendHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. EmptyHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. LooseFriendHappening 
23,[FoodStolenHappening][FoodPoisoningHappening][FoodStolenHappening][FoodStolenHappening][FireHappening][EmptyHappening][FoodStolenHappening][EmptyHappening][FoodStolenHappening][EmptyHappening][FoodStolenHappening][EmptyHappening][FoodStolenHappening][FireHappening][FoodStolenHappening],[isAlive-onCruise][isAlive-onCruise][isAlive-onCruise][isAlive-onCruise][isAlive-onCruise-isHungry][isAlive-onCruise-isHungry-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise][isAlive-onCruise-ownsFood][isAlive-onCruise],robinson went on a cruise. robinson is on a ship with the name magnificent ship. FoodStolenHappening FoodPoisoningHappening FoodStolenHappening FoodStolenHappening robinson is hungry. FireHappening robinson is hungry. robinson looked for food. EmptyHappening robinson is hungry. robinson eats food. robinson's hunger is 0. FoodStolenHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. FoodStolenHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. FoodStolenHappening robinson looked for food. EmptyHappening robinson eats food. robinson's hunger is 0. FoodStolenHappening robinson looked for food. FireHappening robinson eats food. robinson's hunger is 0. FoodStolenHappening 
